accelX,accelY,accelZ,actualServoPos1,actualServoPos2,actualServoPos3,actualServoPos4,altitude,cx,cy,desiredServoPos1,desiredServoPos2,desiredServoPos3,desiredServoPos4,epochTime,gpsAltAGL,gpsAltMSL,gpsLat,gpsLock,gpsLong,gyroX,gyroY,gyroZ,i,initialAltitude,j,k,loopCount,magX,magY,magZ,posX,posY,posZ,pressure,rawMagX,rawMagY,rawMagZ,rssi,satellites,state,targetGpsLat,targetGpsLong,temperature,timestamp,trajA,trajB,trajC,trajD,velX,velY,velZ,w,internalTimestamp
0.004,-0.092,0.988,0,0,0,0,896.307617,0,0,0,0,0,0,0,0,894.722,31.0443516,1,-103.535255,1.75,-0.21,-0.63,0.867811561,0,0.491407692,0.063098371,54774,0,0,0,-1280271.62,-5318296,3270569.75,910.107422,0,0,0,-94,13,0,0,0,66.01,2852004,0,0,0,0,-6.98052549,-7.40673542,1.23570049,0.037950505,1.74976E+12
-0.005,-0.077,0.988,0,0,0,0,896.912842,0,0,0,0,0,0,0,0,894.742,31.0443516,1,-103.535255,1.61,-0.42,-1.19,0.704095066,0,0.706060827,0.071241461,54775,0,0,0,-1280271.88,-5318296,3270569.5,910.040771,0,0,0,-90,13,0,0,0,66.01,2852054,0,0,0,0,-7.16643715,-7.18772364,-4.57149267,0.02555381,1.74976E+12
0,-0.08,0.988,0,0,0,0,896.227844,0,0,0,0,0,0,0,0,894.759,31.0443516,1,-103.535255,1.54,-0.42,-1.68,0.48874259,0,0.869197071,0.074159935,54776,0,0,0,-1280272,-5318296,3270569.75,910.116211,0,0,0,-98,13,0,0,0,66.01,2852104,0,0,0,0,-6.83114052,-6.97448254,2.2956934,0.011288471,1.74976E+12
0.007,-0.082,0.988,0,0,0,0,896.267761,0,0,0,0,0,0,0,0,894.775,31.0443516,1,-103.535255,1.47,-0.42,-2.03,0.237774804,0,0.968671262,0.071590543,54777,0,0,0,-1280272,-5318296,3270569.5,910.111816,0,0,0,-90,13,0,0,0,66.02,2852154,0,0,0,0,-5.97451258,-6.77132893,-3.52888298,-0.003739143,1.74976E+12
0.009,-0.085,0.988,0,0,0,0,896.223389,0,0,0,0,0,0,0,0,894.775,31.0443516,1,-103.535255,1.4,-0.42,-1.33,-0.030439772,0,0.997328043,0.06379205,54778,0,0,0,-1280272.12,-5318296,3270569.5,910.116699,0,0,0,-100,13,0,0,0,66.01,2852205,0,0,0,0,-5.38392353,-6.56955528,-3.02091956,-0.018460318,1.74976E+12
0.007,-0.089,0.987,0,0,0,0,896.841919,0,0,0,0,0,0,0,0,894.775,31.0443516,1,-103.535255,1.4,-0.42,-1.47,-0.296573192,0,0.953088522,0.051409211,54779,0,0,0,-1280272.12,-5318295.5,3270569,910.048584,0,0,0,-100,13,0,0,0,66,2852255,0,0,0,0,-4.28826952,-5.34245586,-8.85927773,-0.031996287,1.74976E+12
0.009,-0.096,0.986,0,0,0,0,896.551514,0,0,0,0,0,0,0,0,894.786,31.0443516,1,-103.535255,1.4,-0.35,-1.33,-0.541009545,0,0.839167118,0.035264611,54780,0,0,0,-1280272.12,-5318295.5,3270570.25,910.080566,0,0,0,-94,13,0,0,0,66.01,2852305,0,0,0,0,-3.45865536,-6.16573429,17.0015717,-0.043169674,1.74976E+12
0.012,-0.1,0.987,0,0,0,0,896.620239,0,0,0,0,0,0,0,0,894.791,31.0443516,1,-103.535255,1.47,-0.28,-1.47,-0.745835602,0,0.663953781,0.016496697,54781,0,0,0,-1280272.12,-5318295.5,3270569.5,910.073,0,0,0,-90,13,0,0,0,66.01,2852355,0,0,0,0,-2.63662958,-6.98324442,-7.8480444,-0.051210921,1.74976E+12
0.001,-0.084,0.988,0,0,0,0,896.872925,0,0,0,0,0,0,0,0,894.795,31.0443516,1,-103.535255,1.68,-0.14,-1.12,-0.994187176,0,-0.084805042,-0.041391484,54784,0,0,0,-1280271.88,-5318295.5,3270569.5,910.045166,0,0,0,-97,13,0,0,0,66.01,2852505,0,0,0,0,-1.4585557,-9.42369556,0.038202971,-0.0518332,1.74976E+12
0.001,-0.084,0.988,0,0,0,0,896.666748,0,0,0,0,0,0,0,0,894.802,31.0443516,1,-103.535255,1.4,-0.42,-2.1,-0.388176471,0,-0.918607593,-0.0738086,54788,0,0,0,-1280271.88,-5318296,3270569.5,910.067871,0,0,0,-88,13,0,0,0,66.01,2852705,0,0,0,0,-1.43741131,-7.52899599,2.14586091,-0.00560795,1.74976E+12
0.009,-0.095,0.987,0,0,0,0,896.294312,0,0,0,0,0,0,0,0,894.792,31.0443516,1,-103.535255,1.4,-0.49,-1.12,-0.127754673,0,-0.989363134,-0.0689185,54789,0,0,0,-1280271.88,-5318296,3270570,910.108887,0,0,0,-92,13,0,0,0,66.01,2852755,0,0,0,0,-1.35684204,-7.32552195,8.99643707,0.009462343,1.74976E+12
0.006,-0.098,0.988,0,0,0,0,896.128052,0,0,0,0,0,0,0,0,894.804,31.0443516,1,-103.535255,1.47,-0.42,-1.12,0.142091587,0,-0.987803459,-0.059036464,54790,0,0,0,-1280271.88,-5318296,3270569.25,910.127197,0,0,0,-99,13,0,0,0,66.02,2852805,0,0,0,0,-1.28367591,-7.1216464,-9.51692295,0.023855085,1.74976E+12
0.013,-0.093,0.987,0,0,0,0,896.465,0,0,0,0,0,0,0,0,894.784,31.0443516,1,-103.535255,1.61,-0.28,-2.1,0.401801765,0,-0.913906693,-0.044687469,54791,0,0,0,-1280271.88,-5318296,3270569.5,910.090088,0,0,0,-99,13,0,0,0,66.01,2852856,0,0,0,0,-1.21922994,-6.92044163,3.66263223,0.036509115,1.74976E+12
0.017,-0.088,0.987,0,0,0,0,896.294312,0,0,0,0,0,0,0,0,894.796,31.0443516,1,-103.535255,1.61,-0.21,-1.47,0.631788492,0,-0.773272336,-0.026976071,54792,0,0,0,-1280271.88,-5318296,3270570,910.108887,0,0,0,-90,13,0,0,0,66.01,2852906,0,0,0,0,-1.16496229,-6.71662521,10.503706,0.046534933,1.74976E+12
0.014,-0.091,0.987,0,0,0,0,896.600281,0,0,0,0,0,0,0,0,894.803,31.0443516,1,-103.535255,1.68,-0.21,-0.28,0.815310776,0,-0.576517701,-0.007399773,54793,0,0,0,-1280271.88,-5318296,3270569.75,910.075195,0,0,0,-91,13,0,0,0,66.02,2852956,0,0,0,0,-1.11532986,-6.50951529,-1.6721853,0.053301103,1.74976E+12
0.003,-0.088,0.988,0,0,0,0,896.59137,0,0,0,0,0,0,0,0,894.809,31.0443516,1,-103.535255,1.61,-0.14,-0.14,0.939568341,0,-0.337495834,0.012707671,54794,0,0,0,-1280271.88,-5318296,3270569.75,910.076172,0,0,0,-92,13,0,0,0,66.01,2853006,0,0,0,0,-1.06661618,-7.3300252,-1.16595864,0.0560934,1.74976E+12
0,-0.078,0.988,0,0,0,0,896.48053,0,0,0,0,0,0,0,0,894.798,31.0443516,1,-103.535255,1.61,-0.07,-1.89,0.976126134,0,-0.209066898,0.013776071,54795,0,0,0,-1280271.88,-5318296,3270569.25,910.088379,0,0,0,-91,13,0,0,0,66.01,2853056,0,0,0,0,-1.01994872,-7.1221571,-6.9971714,0.057263147,1.74976E+12
0.005,-0.081,0.988,0,0,0,0,896.580322,0,0,0,0,0,0,0,0,894.788,31.0443516,1,-103.535255,1.47,-0.28,-1.89,0.996270955,0,0.060747031,0.032014657,54796,0,0,0,-1280271.88,-5318296,3270570,910.077393,0,0,0,-89,13,0,0,0,66.01,2853106,0,0,0,0,-0.971471,-6.90951395,12.5393705,0.052240387,1.74976E+12
0.014,-0.094,0.987,0,0,0,0,896.445068,0,0,0,0,0,0,0,0,894.776,31.0443516,1,-103.535255,1.68,-0.42,0,-0.123445891,0,0.990055263,0.060734283,54802,0,0,0,-1280271.88,-5318296,3270569.75,910.092285,0,0,0,-89,13,0,0,0,66.02,2853406,0,0,0,0,-0.787162542,-7.72647333,2.93642068,-0.029377965,1.74976E+12
0.013,-0.08,0.988,0,0,0,0,896.782043,0,0,0,0,0,0,0,0,894.736,31.0443516,1,-103.535255,1.61,-0.28,-2.59,-0.385506481,0,0.920448363,0.048844211,54803,0,0,0,-1280271.88,-5318296,3270569.75,910.055176,0,0,0,-92,13,0,0,0,66.01,2853456,0,0,0,0,-0.715312839,-8.55792904,3.42537785,-0.042117152,1.74976E+12
0.02,-0.086,0.987,0,0,0,0,896.992676,0,0,0,0,0,0,0,0,894.675,31.0443516,1,-103.535255,1.47,-0.28,-1.05,-0.618826389,0,0.783114552,0.033406835,54804,0,0,0,-1280271.88,-5318296,3270570.25,910.032,0,0,0,-91,13,0,0,0,66.01,2853506,0,0,0,0,-0.916214645,-9.38595104,10.2569027,-0.05166756,1.74976E+12
0.004,-0.082,0.988,0,0,0,0,896.671204,0,0,0,0,0,0,0,0,894.632,31.0443516,1,-103.535248,1.47,-0.28,-0.07,-0.806201518,0,0.5886361,0.015475204,54805,0,0,0,-1280271.38,-5318296,3270569.5,910.067383,0,0,0,-90,13,0,0,0,66,2853556,0,0,0,0,1.70398259,-10.2127914,-8.26903534,-0.057508297,1.74976E+12
-0.01,-0.087,0.987,0,0,0,0,896.644592,0,0,0,0,0,0,0,0,894.553,31.0443516,1,-103.535248,1.4,-0.28,-0.07,-0.934720099,0,0.3504228,-0.003576533,54806,0,0,0,-1280270.88,-5318296,3270569.5,910.070312,0,0,0,-92,13,0,0,0,66.01,2853606,0,0,0,0,3.55346751,-8.98177,-1.42838657,-0.05907153,1.74976E+12
0.007,-0.091,0.987,0,0,0,0,897.513672,0,0,0,0,0,0,0,0,894.513,31.0443516,1,-103.535248,1.4,-0.21,-2.66,-0.994452477,0,0.086012013,-0.022343893,54807,0,0,0,-1280270.62,-5318296.5,3270570.25,909.974609,0,0,0,-91,13,0,0,0,66.01,2853656,0,0,0,0,3.60375476,-10.8210812,11.7668209,-0.056275833,1.74976E+12
0.013,-0.094,0.987,0,0,0,0,897.178894,0,0,0,0,0,0,0,0,894.481,31.0443516,1,-103.535248,1.47,-0.35,-0.56,-0.980955184,0,-0.183666989,-0.03952292,54808,0,0,0,-1280270.38,-5318297.5,3270570.5,910.011475,0,0,0,-88,13,0,0,0,66.02,2853706,0,0,0,0,3.15004182,-10.6055975,5.94648647,-0.049308844,1.74976E+12
0.021,-0.084,0.987,0,0,0,0,897.500366,0,0,0,0,0,0,0,0,894.336,31.0443516,1,-103.535248,1.61,-0.42,-1.4,-0.53680861,0,-0.840774119,-0.069513768,54811,0,0,0,-1280270.5,-5318296.5,3270570.5,909.976074,0,0,0,-91,13,0,0,0,66.01,2853857,0,0,0,0,1.05377102,-6.89732885,7.50672817,-0.010166974,1.74976E+12
0.021,-0.088,0.987,0,0,0,0,897.374,0,0,0,0,0,0,0,0,894.224,31.0443516,1,-103.535248,1.47,-0.21,-0.77,0.266976684,0,-0.9613626,-0.059066612,54815,0,0,0,-1280270.5,-5318296,3270569.75,909.99,0,0,0,-88,13,0,0,0,66.01,2854057,0,0,0,0,0.589808345,-7.12443781,-3.16000628,0.031883784,1.74976E+12
0.003,-0.087,0.988,0,0,0,0,896.553711,0,0,0,0,0,0,0,0,894.217,31.0443516,1,-103.535248,1.47,-0.21,0.14,0.516569436,0,-0.85408175,-0.04359116,54816,0,0,0,-1280270.5,-5318296,3270570,910.080322,0,0,0,-94,13,0,0,0,66.01,2854107,0,0,0,0,0.150631785,-8.97873211,3.68182278,0.042429734,1.74976E+12
-0.007,-0.09,0.988,0,0,0,0,896.606934,0,0,0,0,0,0,0,0,894.205,31.0443516,1,-103.535248,1.54,-0.14,0.28,0.728693843,0,-0.6825701,-0.024947757,54817,0,0,0,-1280270.5,-5318296,3270569.25,910.074463,0,0,0,-89,13,0,0,0,66.01,2854157,0,0,0,0,0.215493411,-9.80234,-8.49353886,0.0498093,1.74976E+12
-0.006,-0.091,0.987,0,0,0,0,896.968262,0,0,0,0,0,0,0,0,894.197,31.0443516,1,-103.535248,1.54,-0.07,-2.31,0.886267304,0,-0.460051954,-0.004426502,54818,0,0,0,-1280270.5,-5318296.5,3270569.5,910.034668,0,0,0,-96,13,0,0,0,66.01,2854207,0,0,0,0,0.2690247,-10.6220379,4.68873787,0.053505708,1.74976E+12
0,-0.097,0.987,0,0,0,0,896.779846,0,0,0,0,0,0,0,0,894.197,31.0443516,1,-103.535248,1.54,-0.35,0.56,0.977327645,0,-0.204310685,0.016399358,54819,0,0,0,-1280270.5,-5318296.5,3270570,910.05542,0,0,0,-99,13,0,0,0,66.02,2854257,0,0,0,0,0.069455452,-9.38589096,11.5401239,0.053093579,1.74976E+12
-0.009,-0.09,0.987,0,0,0,0,896.214539,0,0,0,0,0,0,0,0,894.189,31.0443516,1,-103.535248,1.68,-0.35,0.07,0.995930254,0,0.066710025,0.035933059,54820,0,0,0,-1280270.5,-5318296.5,3270569.75,910.117676,0,0,0,-94,13,0,0,0,66.01,2854307,0,0,0,0,-0.132448897,-9.17676544,-0.626641273,0.048801128,1.74976E+12
-0.012,-0.089,0.987,0,0,0,0,896.13031,0,0,0,0,0,0,0,0,894.156,31.0443516,1,-103.535248,1.61,-0.35,-1.4,0.940362632,0,0.333572835,0.052798361,54821,0,0,0,-1280270.5,-5318296.5,3270569.25,910.126953,0,0,0,-91,13,0,0,0,66.01,2854357,0,0,0,0,-0.072257392,-8.96109104,-6.44507885,0.040738441,1.74976E+12
0,-0.086,0.988,0,0,0,0,896.797546,0,0,0,0,0,0,0,0,894.152,31.0443516,1,-103.535248,1.61,-0.28,-3.43,0.81441915,0,0.575778663,0.065710254,54822,0,0,0,-1280270.5,-5318296.5,3270570,910.053467,0,0,0,-102,13,0,0,0,66.01,2854407,0,0,0,0,-0.251009256,-8.74280739,13.1061649,0.029710533,1.74976E+12
-0.006,-0.092,0.987,0,0,0,0,896.023865,0,0,0,0,0,0,0,0,894.118,31.0443554,1,-103.535248,1.54,-0.21,-0.91,-0.818351865,0,0.572141767,0.0144731,54829,0,0,0,-1280270.5,-5318296,3270570,910.138672,0,0,0,-90,13,0,0,0,66.01,2854757,0,0,0,0,-0.747611105,-6.29647446,-2.36143327,-0.052388851,1.74976E+12
0.003,-0.091,0.986,0,0,0,0,896.804199,0,0,0,0,0,0,0,0,894.105,31.0443554,1,-103.535248,1.54,-0.14,-2.1,-0.94260478,0,0.3294577,-0.006388641,54830,0,0,0,-1280270.5,-5318296,3270570,910.052734,0,0,0,-94,13,0,0,0,66,2854807,0,0,0,0,-0.694100082,-6.08926964,-1.85544717,-0.053972624,1.74976E+12
0.01,-0.086,0.988,0,0,0,0,897.181091,0,0,0,0,0,0,0,0,894.107,31.0443554,1,-103.535248,1.54,-0.35,-1.4,-0.996340215,0,0.062800191,-0.026647989,54831,0,0,0,-1280270.5,-5318296,3270570,910.01123,0,0,0,-99,13,0,0,0,66.01,2854857,0,0,0,0,-0.639597714,-5.87657452,-1.33797598,-0.051499888,1.74976E+12
0.004,-0.091,0.987,0,0,0,0,896.9151,0,0,0,0,0,0,0,0,894.1,31.0443516,1,-103.535248,1.61,-0.35,-0.07,-0.97598,0,-0.2083399,-0.044959627,54832,0,0,0,-1280270.5,-5318296,3270569.5,910.040527,0,0,0,-98,13,0,0,0,66.01,2854907,0,0,0,0,-0.840139508,-6.69228601,-7.16143465,-0.045123741,1.74976E+12
-0.005,-0.088,0.987,0,0,0,0,896.332031,0,0,0,0,0,0,0,0,894.079,31.0443554,1,-103.535248,1.54,-0.35,-0.7,-0.882946372,0,-0.464287877,-0.05992632,54833,0,0,0,-1280270.5,-5318296,3270570.75,910.104736,0,0,0,-91,13,0,0,0,66.01,2854957,0,0,0,0,-0.779876411,-6.4775939,18.7223835,-0.035373882,1.74976E+12
0,-0.087,0.988,0,0,0,0,896.245544,0,0,0,0,0,0,0,0,894.089,31.0443554,1,-103.535248,1.54,-0.42,-1.82,-0.723886549,0,-0.685934544,-0.070345894,54834,0,0,0,-1280270.38,-5318296,3270569.75,910.114258,0,0,0,-93,13,0,0,0,66.01,2855007,0,0,0,0,-0.447079271,-6.26294899,-12.4499369,-0.023099285,1.74976E+12
0.012,-0.088,0.987,0,0,0,0,896.972717,0,0,0,0,0,0,0,0,894.081,31.0443554,1,-103.535248,1.47,-0.49,-1.4,-0.70354861,0,-0.70735,-0.06127746,54835,0,0,0,-1280270.38,-5318296,3270569.75,910.03418,0,0,0,-90,13,0,0,0,66.01,2855057,0,0,0,0,-0.282980144,-5.6413312,-5.84609318,-0.030338682,1.74976E+12
0.003,-0.092,0.987,0,0,0,0,896.957214,0,0,0,0,0,0,0,0,894.118,31.0443554,1,-103.535248,1.54,-0.49,-0.56,-0.486129,0,-0.871400893,-0.06453035,54836,0,0,0,-1280270.38,-5318296,3270570.25,910.035889,0,0,0,-92,13,0,0,0,66.01,2855107,0,0,0,0,-0.4704988,-6.45528078,20.0317211,-0.013228929,1.74976E+12
0,-0.087,0.987,0,0,0,0,896.374146,0,0,0,0,0,0,0,0,894.117,31.0443516,1,-103.535248,1.54,-0.49,-1.33,-0.232284486,0,-0.970589936,-0.063052885,54837,0,0,0,-1280270.38,-5318296,3270569.5,910.100098,0,0,0,-89,13,0,0,0,66.01,2855157,0,0,0,0,-0.651458681,-7.27403116,-23.8302803,0.004840421,1.74976E+12
0.01,-0.093,0.987,0,0,0,0,896.837463,0,0,0,0,0,0,0,0,894.196,31.0443516,1,-103.535248,1.54,-0.35,-0.49,0.552687883,0,-0.83115536,-0.032350719,54840,0,0,0,-1280270.38,-5318296,3270570,910.049072,0,0,0,-89,12,0,0,0,66.02,2855307,0,0,0,0,-2.00074768,-10.7797794,3.02677345,0.051675726,1.74976E+12
0.001,-0.088,0.987,0,0,0,0,896.948303,0,0,0,0,0,0,0,0,894.243,31.0443516,1,-103.535248,1.54,-0.28,0,0.984635651,0,-0.160631105,0.019095039,54843,0,0,0,-1280270.62,-5318296.5,3270570,910.036865,0,0,0,-91,13,0,0,0,66.01,2855457,0,0,0,0,-2.63819051,-10.1568298,17.2195663,0.06577035,1.74976E+12
-0.004,-0.089,0.988,0,0,0,0,896.751038,0,0,0,0,0,0,0,0,894.222,31.0443516,1,-103.535248,1.61,-0.28,-0.21,0.991277,0,0.111572988,0.035095394,54844,0,0,0,-1280270.75,-5318297,3270569.75,910.058594,0,0,0,-94,13,0,0,0,66.01,2855507,0,0,0,0,-2.0813911,-7.89093781,-13.9644012,0.060743034,1.74976E+12
-0.006,-0.086,0.988,0,0,0,0,896.655701,0,0,0,0,0,0,0,0,894.195,31.0443516,1,-103.535248,1.54,-0.21,-1.96,0.923791409,0,0.37634325,0.048495915,54845,0,0,0,-1280270.62,-5318296.5,3270569.75,910.069092,0,0,0,-89,12,0,0,0,66.01,2855557,0,0,0,0,-1.77794504,-6.64518738,-0.761314392,0.051219042,1.74976E+12
0.002,-0.083,0.988,0,0,0,0,896.98822,0,0,0,0,0,0,0,0,894.203,31.0443516,1,-103.535248,1.54,-0.21,-2.8,0.787167192,0,0.612807155,0.058275737,54846,0,0,0,-1280270.62,-5318296.5,3270569.75,910.032471,0,0,0,-91,12,0,0,0,66.01,2855607,0,0,0,0,-1.71875775,-6.42589331,-0.233437777,0.037937582,1.74976E+12
0.008,-0.093,0.987,0,0,0,0,896.921753,0,0,0,0,0,0,0,0,894.188,31.0443516,1,-103.535248,1.4,-0.49,0,0.592385828,0,0.802841246,0.063618586,54847,0,0,0,-1280270.62,-5318296.5,3270570,910.039795,0,0,0,-91,12,0,0,0,66.01,2855657,0,0,0,0,-1.65288806,-7.23669672,6.62996769,0.021854293,1.74976E+12
-0.006,-0.09,0.987,0,0,0,0,896.544861,0,0,0,0,0,0,0,0,894.211,31.0443516,1,-103.535248,1.47,-0.49,0.07,0.35352549,0,0.93320632,0.064256884,54848,0,0,0,-1280270.62,-5318296.5,3270569.75,910.081299,0,0,0,-88,12,0,0,0,66.01,2855707,0,0,0,0,-1.58620906,-7.02426529,-11.8667755,0.004103111,1.74976E+12
0.012,-0.093,0.987,0,0,0,0,896.232239,0,0,0,0,0,0,0,0,894.199,31.0443516,1,-103.535248,1.54,-0.35,0.49,-0.442776114,0,0.894623041,0.038785171,54851,0,0,0,-1280270.62,-5318296.5,3270569.75,910.115723,0,0,0,-92,13,0,0,0,66.01,2855857,0,0,0,0,-1.39266908,-6.41977406,2.31746507,-0.045768071,1.74976E+12
0.012,-0.085,0.988,0,0,0,0,896.46283,0,0,0,0,0,0,0,0,894.234,31.0443516,1,-103.535248,1.54,0,-1.96,-0.956282914,0,0.284514487,-0.01158431,54854,0,0,0,-1280270.5,-5318296,3270569.75,910.090332,0,0,0,-89,13,0,0,0,66.01,2856007,0,0,0,0,-1.2567606,-5.80206776,3.82402754,-0.066635765,1.74976E+12
-0.004,-0.088,0.987,0,0,0,0,896.547058,0,0,0,0,0,0,0,0,894.233,31.0443516,1,-103.535248,1.54,-0.21,0.42,-0.995867431,0,0.062367931,-0.023769502,54855,0,0,0,-1280270.5,-5318296,3270570,910.081055,0,0,0,-95,13,0,0,0,66,2856057,0,0,0,0,-1.47002602,-7.64352417,10.6703987,-0.061589468,1.74976E+12
-0.011,-0.089,0.987,0,0,0,0,896.649048,0,0,0,0,0,0,0,0,894.197,31.0443516,1,-103.535248,1.47,-0.14,-2.24,-0.975444913,0,-0.209541917,-0.03996814,54856,0,0,0,-1280270.5,-5318296,3270569.75,910.069824,0,0,0,-89,13,0,0,0,66.01,2856107,0,0,0,0,-1.68058157,-8.45795822,-7.83601284,-0.054790165,1.74976E+12
-0.001,-0.088,0.987,0,0,0,0,896.347534,0,0,0,0,0,0,0,0,894.219,31.0443516,1,-103.535248,1.47,-0.21,-2.66,-0.882004499,0,-0.466192752,-0.052928813,54857,0,0,0,-1280270.5,-5318296,3270569.75,910.103,0,0,0,-100,13,0,0,0,66.01,2856157,0,0,0,0,-1.88503826,-9.26664734,5.36680889,-0.043942053,1.74976E+12
0.007,-0.084,0.987,0,0,0,0,896.487183,0,0,0,0,0,0,0,0,894.3,31.0443516,1,-103.535248,1.54,-0.14,-2.17,0.739504874,0,-0.670305431,-0.020124348,54864,0,0,0,-1280270.5,-5318296.5,3270569.5,910.087646,0,0,0,-100,13,0,0,0,66.01,2856508,0,0,0,0,-2.18975925,-8.86173153,-10.0997009,0.058466103,1.74976E+12
0.01,-0.087,0.987,0,0,0,0,896.420715,0,0,0,0,0,0,0,0,894.32,31.0443516,1,-103.535248,1.47,-0.07,-2.03,0.893350422,0,-0.444874734,-0.00213005,54865,0,0,0,-1280270.5,-5318296.5,3270569.75,910.095,0,0,0,-92,13,0,0,0,66.01,2856558,0,0,0,0,-2.40482473,-8.65522099,9.42398643,0.063300729,1.74976E+12
0.008,-0.088,0.987,0,0,0,0,896.429565,0,0,0,0,0,0,0,0,894.313,31.0443516,1,-103.535248,1.47,-0.14,-0.77,0.980178595,0,-0.187000021,0.015976446,54866,0,0,0,-1280270.62,-5318296.5,3270569.75,910.094,0,0,0,-90,13,0,0,0,66.01,2856608,0,0,0,0,-2.3630681,-8.44294357,-2.74858761,0.063448586,1.74976E+12
0,-0.09,0.987,0,0,0,0,895.992859,0,0,0,0,0,0,0,0,894.323,31.0443516,1,-103.535248,1.47,-0.21,0.28,0.994105,0,0.084879577,0.032938942,54867,0,0,0,-1280270.5,-5318296,3270569.5,910.14209,0,0,0,-93,13,0,0,0,66.01,2856658,0,0,0,0,-2.06126356,-7.2043066,-8.57622337,0.058870982,1.74976E+12
-0.004,-0.088,0.988,0,0,0,0,895.910828,0,0,0,0,0,0,0,0,894.336,31.0443516,1,-103.535248,1.47,-0.21,-2.03,0.933757126,0,0.351242065,0.047407046,54868,0,0,0,-1280270.38,-5318295.5,3270569.25,910.151123,0,0,0,-87,13,0,0,0,66.01,2856708,0,0,0,0,-1.75353146,-5.9679594,-1.71627188,0.049792297,1.74976E+12
0,-0.087,0.987,0,0,0,0,896.283264,0,0,0,0,0,0,0,0,894.322,31.0443516,1,-103.535248,1.54,-0.28,-2.31,0.803560376,0,0.591195941,0.058330361,54869,0,0,0,-1280270.38,-5318295.5,3270569.5,910.110107,0,0,0,-91,13,0,0,0,66.01,2856758,0,0,0,0,-1.95074034,-6.77843428,5.14974308,0.037089787,1.74976E+12
0.008,-0.096,0.987,0,0,0,0,896.292114,0,0,0,0,0,0,0,0,894.339,31.0443516,1,-103.535248,1.47,-0.49,-0.84,0.613664687,0,0.78660357,0.064867407,54870,0,0,0,-1280270.38,-5318295.5,3270569.75,910.109131,0,0,0,-95,13,0,0,0,66.01,2856813,0,0,0,0,-2.39633942,-8.61875439,-0.669193268,0.021512028,1.74976E+12
0.006,-0.085,0.987,0,0,0,0,896.063782,0,0,0,0,0,0,0,0,894.341,31.0443516,1,-103.535248,1.61,-0.42,-2.24,0.113506868,0,0.991430044,0.063303918,54871,0,0,0,-1280270.5,-5318295.5,3270569.5,910.134277,0,0,0,-95,13,0,0,0,66,2856912,0,0,0,0,-2.25186491,-10.2566175,6.70075512,-0.013239163,1.74976E+12
0.011,-0.084,0.988,0,0,0,0,896.309875,0,0,0,0,0,0,0,0,894.345,31.0443516,1,-103.535248,1.61,-0.35,-2.1,-0.159208581,0,0.985244334,0.055344451,54872,0,0,0,-1280270.5,-5318296,3270569.5,910.107178,0,0,0,-90,13,0,0,0,66.01,2856962,0,0,0,0,-2.17806196,-9.03064156,-5.48080111,-0.029720195,1.74976E+12
0.016,-0.084,0.988,0,0,0,0,896.753235,0,0,0,0,0,0,0,0,894.334,31.0443516,1,-103.535248,1.54,-0.42,-1.05,-0.419639498,0,0.90559411,0.043185495,54873,0,0,0,-1280270.5,-5318296,3270569.5,910.05835,0,0,0,-91,13,0,0,0,66.01,2857012,0,0,0,0,-2.11301661,-9.85778427,7.69277048,-0.04401226,1.74976E+12
0,-0.09,0.987,0,0,0,0,896.427368,0,0,0,0,0,0,0,0,894.3,31.0443516,1,-103.535248,1.54,-0.35,-0.84,-0.995242655,0,0.070804566,-0.02592298,54876,0,0,0,-1280270.62,-5318296.5,3270569.75,910.094238,0,0,0,-91,13,0,0,0,66.01,2857213,0,0,0,0,-1.91390824,-8.00762558,3.36691904,-0.061698981,1.74976E+12
-0.005,-0.095,0.987,0,0,0,0,896.553711,0,0,0,0,0,0,0,0,894.284,31.0443516,1,-103.535248,1.54,-0.35,-1.19,-0.977047324,0,-0.2012427,-0.041916575,54877,0,0,0,-1280270.62,-5318296.5,3270570,910.080322,0,0,0,-90,13,0,0,0,66.01,2857263,0,0,0,0,-1.86866188,-8.81756496,10.225894,-0.055883393,1.74976E+12
0.005,-0.081,0.987,0,0,0,0,896.385254,0,0,0,0,0,0,0,0,894.286,31.0443516,1,-103.535248,1.61,-0.42,-2.03,-0.728161931,0,-0.68169266,-0.063425794,54878,0,0,0,-1280270.5,-5318296,3270569.5,910.098877,0,0,0,-88,12,0,0,0,66.01,2857362,0,0,0,0,-1.49245834,-7.35544205,-1.40126514,-0.032443337,1.74976E+12
0.003,-0.081,0.987,0,0,0,0,896.875183,0,0,0,0,0,0,0,0,894.296,31.0443516,1,-103.535248,1.54,-0.49,-1.33,-0.516290128,0,-0.853586257,-0.067517296,54879,0,0,0,-1280270.5,-5318296,3270569.75,910.044922,0,0,0,-89,12,0,0,0,66.02,2857413,0,0,0,0,-1.67401481,-8.16845894,5.46338892,-0.016629946,1.74976E+12
0.01,-0.095,0.987,0,0,0,0,897.225464,0,0,0,0,0,0,0,0,894.315,31.0443516,1,-103.535248,1.47,-0.49,-1.12,-0.265922308,0,-0.961697578,-0.066505246,54880,0,0,0,-1280270.5,-5318296,3270570,910.006348,0,0,0,-92,12,0,0,0,66.01,2857463,0,0,0,0,-1.85699928,-10.0152903,-0.363011837,0.00033305,1.74976E+12
