accelX,accelY,accelZ,actualServoPos1,actualServoPos2,actualServoPos3,actualServoPos4,altitude,cx,cy,desiredServoPos1,desiredServoPos2,desiredServoPos3,desiredServoPos4,epochTime,gpsAltAGL,gpsAltMSL,gpsLat,gpsLock,gpsLong,gyroX,gyroY,gyroZ,i,initialAltitude,j,k,loopCount,magX,magY,magZ,posX,posY,posZ,pressure,rawMagX,rawMagY,rawMagZ,rssi,satellites,state,targetGpsLat,targetGpsLong,temperature,timestamp,trajA,trajB,trajC,trajD,velX,velY,velZ,w,internalTimestamp
0.006,-0.088,0.987,0,0,0,0,896.624634,0,0,0,0,0,0,0,0,891.38,31.0443611,1,-103.535217,1.54,-0.28,-1.4,-0.597303212,0,-0.798540771,-0.072421894,53960,0,0,0,-1280267.75,-5318296,3270571,910.07251,0,0,0,-89,13,0,0,0,66,2810954,0,0,0,0,-2.34239697,-7.60074902,7.88433456,-0.01779536,1.74976E+12
0.006,-0.09,0.987,0,0,0,0,896.713318,0,0,0,0,0,0,0,0,891.416,31.0443611,1,-103.535217,1.54,-0.21,-1.05,-0.484232962,0,-0.871779144,-0.073524721,53961,0,0,0,-1280267.75,-5318296,3270571,910.062744,0,0,0,-92,13,0,0,0,66.01,2811004,0,0,0,0,-2.68712163,-9.03851,1.80520105,-0.010663251,1.74976E+12
0.004,-0.085,0.987,0,0,0,0,896.465,0,0,0,0,0,0,0,0,891.432,31.0443611,1,-103.535217,1.61,-0.28,-1.26,-0.233847365,0,-0.969616175,-0.071721643,53962,0,0,0,-1280268,-5318296,3270570.75,910.090088,0,0,0,-90,13,0,0,0,66,2811054,0,0,0,0,-2.60724521,-9.8591013,-4.01854515,0.003994517,1.74976E+12
0,-0.088,0.987,0,0,0,0,896.352,0,0,0,0,0,0,0,0,891.419,31.0443611,1,-103.535217,1.54,-0.28,-1.33,0.03345095,0,-0.997172,-0.064728364,53963,0,0,0,-1280268,-5318296.5,3270570.75,910.102539,0,0,0,-94,13,0,0,0,66.01,2811104,0,0,0,0,-1.75519085,-9.659338,-3.5071857,0.018419283,1.74976E+12
0.004,-0.094,0.987,0,0,0,0,896.40741,0,0,0,0,0,0,0,0,891.371,31.0443611,1,-103.535217,1.54,-0.35,-1.75,0.980687559,0,-0.186877146,0.020072481,53968,0,0,0,-1280267.88,-5318296.5,3270570.75,910.096436,0,0,0,-96,13,0,0,0,66,2811354,0,0,0,0,-1.19123626,-6.59863758,5.36066055,0.054091934,1.74976E+12
0.009,-0.09,0.987,0,0,0,0,896.438416,0,0,0,0,0,0,0,0,891.366,31.0443611,1,-103.535217,1.54,-0.35,-1.68,0.994687855,0,0.081276707,0.038222317,53969,0,0,0,-1280267.88,-5318296,3270570.5,910.093,0,0,0,-95,13,0,0,0,66.01,2811404,0,0,0,0,-1.13623023,-5.35488033,-13.1346,0.050291766,1.74976E+12
0.006,-0.088,0.987,0,0,0,0,896.485,0,0,0,0,0,0,0,0,891.361,31.0443611,1,-103.535217,1.54,-0.28,-1.33,0.936637878,0,0.343498677,0.053725075,53970,0,0,0,-1280267.88,-5318296,3270570.75,910.087891,0,0,0,-92,13,0,0,0,66.01,2811454,0,0,0,0,-1.07666588,-6.16585112,6.41086864,0.042800095,1.74976E+12
0.005,-0.088,0.987,0,0,0,0,896.225586,0,0,0,0,0,0,0,0,891.412,31.0443611,1,-103.535217,1.54,-0.21,-0.77,0.81079,0,0.580781758,0.065362267,53971,0,0,0,-1280267.88,-5318296,3270570.75,910.116455,0,0,0,-99,13,0,0,0,66.01,2811504,0,0,0,0,-1.00769746,-6.97729492,-5.74202061,0.03224837,1.74976E+12
0.006,-0.09,0.987,0,0,0,0,896.300964,0,0,0,0,0,0,0,0,891.437,31.0443611,1,-103.535217,1.54,-0.21,-1.4,0.62611264,0,0.776145,0.0721733,53972,0,0,0,-1280267.88,-5318296,3270570.5,910.108154,0,0,0,-91,13,0,0,0,66.01,2811554,0,0,0,0,-0.932256,-7.78701,1.1254034,0.019314703,1.74976E+12
0.002,-0.089,0.987,0,0,0,0,895.941833,0,0,0,0,0,0,0,0,891.408,31.0443611,1,-103.535217,1.54,-0.28,-1.47,-0.172296837,0,0.983308613,0.050820716,53975,0,0,0,-1280267.88,-5318296,3270570.75,910.147705,0,0,0,-95,13,0,0,0,66,2811704,0,0,0,0,-0.697412789,-10.2496309,-3.67402458,-0.028901693,1.74976E+12
0.003,-0.092,0.987,0,0,0,0,896.549255,0,0,0,0,0,0,0,0,891.432,31.0443611,1,-103.535217,1.54,-0.28,-1.33,-0.830305099,0,0.553966761,0.00542322,53978,0,0,0,-1280267.88,-5318296.5,3270570.75,910.080811,0,0,0,-98,13,0,0,0,66,2811855,0,0,0,0,-0.528698623,-8.61316204,10.510869,-0.060704064,1.74976E+12
0.004,-0.086,0.987,0,0,0,0,896.376343,0,0,0,0,0,0,0,0,891.442,31.0443611,1,-103.535217,1.54,-0.28,-1.61,-0.947796404,0,0.312299162,-0.012080355,53979,0,0,0,-1280267.88,-5318296.5,3270570.75,910.099854,0,0,0,-98,13,0,0,0,66.01,2811905,0,0,0,0,-0.485756397,-8.40024853,-1.66062164,-0.063287064,1.74976E+12
0.004,-0.086,0.987,0,0,0,0,896.176819,0,0,0,0,0,0,0,0,891.4,31.0443611,1,-103.535217,1.54,-0.28,-0.98,-0.996533155,0,0.048306927,-0.028717235,53980,0,0,0,-1280267.88,-5318296.5,3270570.5,910.121826,0,0,0,-93,13,0,0,0,66.01,2811955,0,0,0,0,-0.439541131,-8.18448067,-7.48239422,-0.0613468,1.74976E+12
0.006,-0.089,0.987,0,0,0,0,896.520447,0,0,0,0,0,0,0,0,891.442,31.0443611,1,-103.535217,1.54,-0.28,-1.47,-0.973112702,0,-0.219488099,-0.043183114,53981,0,0,0,-1280267.88,-5318296.5,3270570.75,910.084,0,0,0,-94,13,0,0,0,66.01,2812005,0,0,0,0,-0.387759298,-7.9675374,12.0592356,-0.05488088,1.74976E+12
0.003,-0.091,0.987,0,0,0,0,896.003906,0,0,0,0,0,0,0,0,891.485,31.0443611,1,-103.535217,1.47,-0.28,-0.7,-0.879243135,0,-0.471141964,-0.054556452,53982,0,0,0,-1280267.88,-5318296.5,3270570.75,910.140869,0,0,0,-93,13,0,0,0,66.01,2812055,0,0,0,0,-0.33168745,-7.75004578,-0.09637928,-0.044501022,1.74976E+12
0.005,-0.086,0.987,0,0,0,0,896.347534,0,0,0,0,0,0,0,0,891.515,31.0443611,1,-103.535217,1.54,-0.35,-1.68,0.267057896,0,-0.961943209,-0.046477716,53987,0,0,0,-1280267.88,-5318296,3270570.5,910.103,0,0,0,-92,13,0,0,0,66,2812305,0,0,0,0,0.013472259,-7.73888206,-3.85604453,0.034427,1.74976E+12
0.006,-0.084,0.987,0,0,0,0,896.402954,0,0,0,0,0,0,0,0,891.511,31.0443611,1,-103.535217,1.54,-0.35,-1.33,0.51369071,0,-0.856041968,-0.032770932,53988,0,0,0,-1280267.88,-5318296,3270570.5,910.096924,0,0,0,-90,13,0,0,0,66,2812355,0,0,0,0,0.070983484,-8.56279755,-3.35444,0.047330312,1.74976E+12
0.003,-0.091,0.988,0,0,0,0,896.387451,0,0,0,0,0,0,0,0,891.505,31.0443611,1,-103.535217,1.47,-0.35,-0.7,0.723005712,0,-0.688302755,-0.016703339,53989,0,0,0,-1280267.88,-5318296,3270570.75,910.098633,0,0,0,-90,13,0,0,0,66.01,2812405,0,0,0,0,0.122133702,-9.38579845,3.48641109,0.056772627,1.74976E+12
0.003,-0.087,0.987,0,0,0,0,896.378601,0,0,0,0,0,0,0,0,891.501,31.0443611,1,-103.535217,1.54,-0.28,-1.47,0.880161226,0,-0.470592111,0.00065605,53990,0,0,0,-1280267.88,-5318296,3270570.75,910.099609,0,0,0,-93,13,0,0,0,66.01,2812455,0,0,0,0,0.166956872,-10.2055988,3.98956442,0.062120713,1.74976E+12
0.003,-0.091,0.987,0,0,0,0,896.347534,0,0,0,0,0,0,0,0,891.504,31.0443611,1,-103.535217,1.54,-0.35,-1.19,0.97355634,0,-0.218865693,0.018060744,53991,0,0,0,-1280267.88,-5318296.5,3270570.75,910.103,0,0,0,-95,13,0,0,0,66.01,2812505,0,0,0,0,0.214194655,-8.96799564,4.50299931,0.0629259,1.74976E+12
0.005,-0.087,0.987,0,0,0,0,896.496094,0,0,0,0,0,0,0,0,891.497,31.0443611,1,-103.535217,1.54,-0.35,-1.4,0.829366922,0,0.554280221,0.057949465,53994,0,0,0,-1280267.88,-5318296.5,3270570.75,910.08667,0,0,0,-93,13,0,0,0,66.01,2812655,0,0,0,0,0.366901368,-8.31581211,6.07117271,0.039571956,1.74976E+12
0.005,-0.086,0.987,0,0,0,0,896.327576,0,0,0,0,0,0,0,0,891.466,31.0443611,1,-103.535217,1.54,-0.35,-0.98,0.104275867,0,0.992735505,0.05548865,53997,0,0,0,-1280267.88,-5318296.5,3270570.75,910.105225,0,0,0,-96,13,0,0,0,66,2812805,0,0,0,0,0.052644126,-8.72586536,7.59881926,-0.022885591,1.74976E+12
0.005,-0.087,0.988,0,0,0,0,896.334229,0,0,0,0,0,0,0,0,891.472,31.0443611,1,-103.535217,1.54,-0.28,-1.75,-0.164042145,0,0.984394431,0.049734946,53998,0,0,0,-1280267.88,-5318296.5,3270570.75,910.104492,0,0,0,-96,13,0,0,0,66.01,2812855,0,0,0,0,0.117921442,-8.5296793,-4.58899689,-0.039802924,1.74976E+12
0.007,-0.087,0.988,0,0,0,0,896.598,0,0,0,0,0,0,0,0,891.476,31.0443611,1,-103.535217,1.54,-0.28,-1.26,-0.420219421,0,0.904923618,0.040394455,53999,0,0,0,-1280267.88,-5318296.5,3270570.75,910.075439,0,0,0,-93,13,0,0,0,66,2812905,0,0,0,0,-0.082314938,-8.33614445,-4.09793568,-0.053826,1.74976E+12
0.006,-0.087,0.988,0,0,0,0,896.340881,0,0,0,0,0,0,0,0,891.465,31.0443611,1,-103.535217,1.54,-0.28,-1.12,-0.646062911,0,0.760076106,0.028207524,54000,0,0,0,-1280267.88,-5318296.5,3270570.75,910.10376,0,0,0,-92,13,0,0,0,66.01,2812955,0,0,0,0,-0.036157847,-8.13822937,-3.60997748,-0.063964143,1.74976E+12
0.003,-0.09,0.987,0,0,0,0,896.298767,0,0,0,0,0,0,0,0,891.454,31.0443611,1,-103.535217,1.54,-0.28,-0.91,-0.825229585,0,0.560332775,0.013967864,54001,0,0,0,-1280267.88,-5318296.5,3270570.75,910.108398,0,0,0,-92,13,0,0,0,66.01,2813005,0,0,0,0,-0.248776019,-7.93641758,-3.11784601,-0.069485426,1.74976E+12
0,-0.092,0.987,0,0,0,0,896.25,0,0,0,0,0,0,0,0,891.447,31.0443611,1,-103.535217,1.54,-0.28,-0.98,-0.975432217,0,-0.210847601,-0.030422276,54004,0,0,0,-1280267.88,-5318296.5,3270570.75,910.11377,0,0,0,-95,13,0,0,0,66,2813155,0,0,0,0,-0.379732549,-7.31353855,-1.59888506,-0.056122895,1.74976E+12
0.006,-0.086,0.987,0,0,0,0,895.8,0,0,0,0,0,0,0,0,891.475,31.0443611,1,-103.535217,1.54,-0.35,-0.91,-0.521363199,0,-0.851471961,-0.055794347,54007,0,0,0,-1280267.75,-5318296,3270570.5,910.16333,0,0,0,-93,13,0,0,0,66.01,2813305,0,0,0,0,-0.20238167,-5.65457916,-6.39420414,-0.00792848,1.74976E+12
0.005,-0.084,0.988,0,0,0,0,895.988403,0,0,0,0,0,0,0,0,891.477,31.0443611,1,-103.535217,1.54,-0.35,-1.33,-0.275988,0,-0.959418952,-0.056798447,54008,0,0,0,-1280267.75,-5318296,3270570.5,910.142578,0,0,0,-96,13,0,0,0,66.01,2813355,0,0,0,0,-0.387408882,-5.45282125,6.79324293,0.010951764,1.74976E+12
0.005,-0.086,0.988,0,0,0,0,896.345337,0,0,0,0,0,0,0,0,891.5,31.0443611,1,-103.535217,1.54,-0.28,-1.33,-0.010557577,0,-0.998075962,-0.053715523,54009,0,0,0,-1280267.75,-5318296,3270570.75,910.103271,0,0,0,-97,13,0,0,0,66,2813405,0,0,0,0,-0.577731848,-6.28177643,0.952769279,0.029112637,1.74976E+12
0.007,-0.089,0.987,0,0,0,0,896.338684,0,0,0,0,0,0,0,0,891.49,31.0443611,1,-103.535217,1.47,-0.28,-1.19,0.25571534,0,-0.964566171,-0.046700928,54010,0,0,0,-1280267.75,-5318296,3270570.75,910.104,0,0,0,-94,13,0,0,0,66,2813455,0,0,0,0,-0.773338556,-7.11170721,1.44614,0.045175728,1.74976E+12
0.007,-0.091,0.988,0,0,0,0,896.378601,0,0,0,0,0,0,0,0,891.52,31.0443611,1,-103.535217,1.47,-0.28,-1.12,0.503411829,0,-0.861340761,-0.036274333,54011,0,0,0,-1280267.75,-5318296,3270570.75,910.099609,0,0,0,-92,13,0,0,0,66,2813505,0,0,0,0,-0.978105426,-7.93996334,1.93630183,0.057903767,1.74976E+12
0,-0.092,0.988,0,0,0,0,896.402954,0,0,0,0,0,0,0,0,891.526,31.0443611,1,-103.535217,1.54,-0.21,-0.84,0.714663863,0,-0.695905387,-0.02323677,54012,0,0,0,-1280267.75,-5318296,3270570.75,910.096924,0,0,0,-98,13,0,0,0,66.01,2813555,0,0,0,0,-1.18416822,-8.76704121,2.42928314,0.066568174,1.74976E+12
0.003,-0.087,0.987,0,0,0,0,896.294312,0,0,0,0,0,0,0,0,891.633,31.0443611,1,-103.535217,1.54,-0.28,-1.33,0.352318168,0,0.933144569,0.071208611,54019,0,0,0,-1280267.88,-5318296.5,3270570.75,910.108887,0,0,0,-91,13,0,0,0,66.01,2813905,0,0,0,0,-2.29253221,-8.34220505,-6.66437387,-0.006513472,1.74976E+12
0.005,-0.085,0.987,0,0,0,0,896.156921,0,0,0,0,0,0,0,0,891.638,31.0443611,1,-103.535217,1.54,-0.28,-1.33,0.090995424,0,0.993242502,0.068808153,54020,0,0,0,-1280267.88,-5318296.5,3270570.5,910.124,0,0,0,-92,13,0,0,0,66,2813955,0,0,0,0,-2.20953202,-8.14325237,0.180066586,-0.021323083,1.74976E+12
0.002,-0.09,0.987,0,0,0,0,896.167969,0,0,0,0,0,0,0,0,891.617,31.0443611,1,-103.535217,1.54,-0.28,-1.05,-0.176848546,0,0.981707335,0.061525468,54021,0,0,0,-1280267.88,-5318296.5,3270570.5,910.122803,0,0,0,-93,13,0,0,0,66,2814005,0,0,0,0,-2.13117671,-7.94679832,0.678489,-0.03449529,1.74976E+12
0.003,-0.09,0.987,0,0,0,0,895.970703,0,0,0,0,0,0,0,0,891.604,31.0443611,1,-103.535217,1.54,-0.28,-1.26,-0.431912869,0,0.899403632,0.049816806,54022,0,0,0,-1280267.88,-5318296.5,3270570.5,910.144531,0,0,0,-93,13,0,0,0,66,2814055,0,0,0,0,-2.05922174,-7.75015736,1.1724267,-0.045196779,1.74976E+12
0.002,-0.091,0.986,0,0,0,0,896.325378,0,0,0,0,0,0,0,0,891.623,31.0443611,1,-103.535217,1.54,-0.28,-1.26,-0.655868113,0,0.752252758,0.034499958,54023,0,0,0,-1280267.88,-5318296.5,3270570.75,910.105469,0,0,0,-91,13,0,0,0,66.01,2814105,0,0,0,0,-1.99710917,-7.55293751,8.00679493,-0.052559797,1.74976E+12
0.003,-0.09,0.987,0,0,0,0,896.274414,0,0,0,0,0,0,0,0,891.624,31.0443611,1,-103.535217,1.61,-0.35,-1.33,-0.8325755,0,0.550805867,0.016630465,54024,0,0,0,-1280267.88,-5318296.5,3270570.75,910.111084,0,0,0,-92,13,0,0,0,66.01,2814155,0,0,0,0,-2.19963646,-8.37880611,-4.17492294,-0.056164865,1.74976E+12
0.003,-0.091,0.987,0,0,0,0,896.400757,0,0,0,0,0,0,0,0,891.6,31.0443611,1,-103.535217,1.61,-0.35,-1.26,-0.949235618,0,0.30958429,-0.002381069,54025,0,0,0,-1280267.88,-5318296.5,3270570.75,910.097168,0,0,0,-92,12,0,0,0,66,2814205,0,0,0,0,-2.1482017,-8.17342,-3.67114544,-0.055710968,1.74976E+12
0.005,-0.085,0.987,0,0,0,0,896.289917,0,0,0,0,0,0,0,0,891.593,31.0443611,1,-103.535217,1.61,-0.35,-1.4,-0.997399151,0,0.046054561,-0.021247571,54026,0,0,0,-1280267.88,-5318296.5,3270570.75,910.109375,0,0,0,-91,11,0,0,0,66,2814255,0,0,0,0,-2.09930348,-7.96341705,-3.16141629,-0.051210448,1.74976E+12
0.005,-0.087,0.988,0,0,0,0,896.575867,0,0,0,0,0,0,0,0,891.555,31.0443611,1,-103.535217,1.54,-0.28,-1.05,-0.973630309,0,-0.220684811,-0.038571488,54027,0,0,0,-1280267.88,-5318296.5,3270570.75,910.077881,0,0,0,-90,11,0,0,0,66.01,2814305,0,0,0,0,-2.29846716,-7.75144672,-2.64408374,-0.0430648,1.74976E+12
0.003,-0.085,0.987,0,0,0,0,896.500488,0,0,0,0,0,0,0,0,891.551,31.0443611,1,-103.535217,1.54,-0.35,-1.47,0.512077212,0,-0.856405556,-0.044862688,54034,0,0,0,-1280268,-5318296,3270570.75,910.086182,0,0,0,-90,12,0,0,0,66.01,2814655,0,0,0,0,-2.54881144,-9.42065144,0.907894254,0.048309024,1.74976E+12
0.004,-0.09,0.988,0,0,0,0,896.340881,0,0,0,0,0,0,0,0,891.548,31.0443611,1,-103.535217,1.47,-0.28,-1.05,0.757327199,0,-0.650633633,-0.016918248,54035,0,0,0,-1280268,-5318296,3270570.75,910.10376,0,0,0,-92,13,0,0,0,66,2814705,0,0,0,0,-1.72339416,-10.2420053,1.41158915,0.053341031,1.74976E+12
0.003,-0.091,0.987,0,0,0,0,896.458374,0,0,0,0,0,0,0,0,891.564,31.0443611,1,-103.535217,1.54,-0.28,-1.12,0.902979314,0,-0.425899565,0.002019291,54036,0,0,0,-1280268,-5318297,3270571,910.09082,0,0,0,-93,13,0,0,0,66.01,2814755,0,0,0,0,-1.67200089,-10.0335836,8.25779819,0.056867711,1.74976E+12
0.003,-0.087,0.987,0,0,0,0,896.294312,0,0,0,0,0,0,0,0,891.559,31.0443611,1,-103.535217,1.54,-0.35,-1.4,0.983527362,0,-0.170523554,0.020789627,54037,0,0,0,-1280267.88,-5318297,3270570.75,910.108887,0,0,0,-92,13,0,0,0,66.01,2814805,0,0,0,0,-1.36866593,-6.74283504,-10.2492981,0.056244269,1.74976E+12
0.005,-0.088,0.988,0,0,0,0,896.376343,0,0,0,0,0,0,0,0,891.568,31.0443611,1,-103.535217,1.54,-0.35,-1.33,0.993195057,0,0.0972382,0.038050082,54038,0,0,0,-1280267.88,-5318296.5,3270570.75,910.099854,0,0,0,-92,13,0,0,0,66.01,2814855,0,0,0,0,-1.31927133,-5.50192738,2.9504137,0.051580995,1.74976E+12
0.007,-0.087,0.987,0,0,0,0,896.589172,0,0,0,0,0,0,0,0,891.609,31.0443611,1,-103.535217,1.47,-0.35,-1.26,0.93128413,0,0.357871562,0.05256483,54039,0,0,0,-1280267.88,-5318296.5,3270570.75,910.076416,0,0,0,-91,12,0,0,0,66,2814905,0,0,0,0,-1.51453793,-5.28728199,3.47209787,0.043298684,1.74976E+12
0.006,-0.093,0.987,0,0,0,0,896.784302,0,0,0,0,0,0,0,0,891.61,31.0443611,1,-103.535217,1.54,-0.28,-1.12,0.802237332,0,0.592784584,0.063293435,54040,0,0,0,-1280267.88,-5318296.5,3270571,910.054932,0,0,0,-89,12,0,0,0,66.01,2814955,0,0,0,0,-1.70369077,-6.10000277,10.3368416,0.031869128,1.74976E+12
0,-0.089,0.987,0,0,0,0,896.391907,0,0,0,0,0,0,0,0,891.677,31.0443611,1,-103.535217,1.47,-0.42,-1.54,-0.812428832,0,0.580376387,0.010958192,54047,0,0,0,-1280267.88,-5318296.5,3270570.75,910.098145,0,0,0,-91,12,0,0,0,66.01,2815305,0,0,0,0,-1.70720661,-5.7012763,-5.11386442,-0.054796342,1.74976E+12
0.004,-0.091,0.988,0,0,0,0,896.500488,0,0,0,0,0,0,0,0,891.684,31.0443611,1,-103.535217,1.47,-0.42,-1.4,-0.937405288,0,0.343444735,-0.00793044,54048,0,0,0,-1280267.88,-5318296.5,3270570.75,910.086182,0,0,0,-89,12,0,0,0,66,2815355,0,0,0,0,-1.91585684,-5.49141026,1.73373127,-0.057045955,1.74976E+12
0.005,-0.093,0.987,0,0,0,0,896.25,0,0,0,0,0,0,0,0,891.686,31.0443611,1,-103.535217,1.47,-0.42,-1.61,-0.994787574,0,0.081728213,-0.026275273,54049,0,0,0,-1280267.88,-5318296.5,3270570.5,910.11377,0,0,0,-93,12,0,0,0,66.01,2815405,0,0,0,0,-1.86510444,-5.27573,-4.08885,-0.055026,1.74976E+12
0.009,-0.09,0.987,0,0,0,0,896.620239,0,0,0,0,0,0,0,0,891.707,31.0443611,1,-103.535217,1.47,-0.35,-1.61,-0.980454564,0,-0.185720295,-0.042743336,54050,0,0,0,-1280267.88,-5318296.5,3270570.75,910.073,0,0,0,-90,12,0,0,0,66,2815455,0,0,0,0,-2.06383777,-5.05812025,2.773808,-0.0488858,1.74976E+12
0.008,-0.091,0.987,0,0,0,0,896.25885,0,0,0,0,0,0,0,0,891.757,31.0443611,1,-103.535217,1.61,-0.28,-1.4,-0.895428956,0,-0.43989,-0.056192562,54051,0,0,0,-1280267.88,-5318296.5,3270570.75,910.112793,0,0,0,-95,12,0,0,0,66.01,2815505,0,0,0,0,-2.00241446,-4.84085035,3.30096817,-0.039321426,1.74976E+12
0.005,-0.087,0.987,0,0,0,0,895.995056,0,0,0,0,0,0,0,0,891.765,31.0443611,1,-103.535217,1.61,-0.28,-0.98,-0.745931149,0,-0.662243545,-0.065594204,54052,0,0,0,-1280267.88,-5318296,3270570.5,910.141846,0,0,0,-94,12,0,0,0,66,2815555,0,0,0,0,-1.93166971,-3.59875345,-2.51298809,-0.026788387,1.74976E+12
0.005,-0.084,0.988,0,0,0,0,896.307617,0,0,0,0,0,0,0,0,891.794,31.0443611,1,-103.535217,1.61,-0.21,-1.12,-0.54270184,0,-0.836882293,-0.070350841,54053,0,0,0,-1280267.88,-5318296,3270570.75,910.107422,0,0,0,-92,12,0,0,0,66.01,2815605,0,0,0,0,-1.85786295,-4.41325045,4.34980583,-0.01239588,1.74976E+12
0.004,-0.084,0.988,0,0,0,0,896.114746,0,0,0,0,0,0,0,0,891.803,31.0443611,1,-103.535217,1.54,-0.21,-1.26,-0.300337434,0,-0.951256,-0.070007332,54054,0,0,0,-1280267.88,-5318296,3270570.5,910.128662,0,0,0,-90,12,0,0,0,66.01,2815655,0,0,0,0,-1.77902436,-5.2314105,-1.47280025,0.002909482,1.74976E+12
0.001,-0.086,0.988,0,0,0,0,895.844299,0,0,0,0,0,0,0,0,891.833,31.0443611,1,-103.535217,1.47,-0.28,-1.19,0.020249244,0,-0.998115659,-0.051980238,54055,0,0,0,-1280267.75,-5318296,3270570.5,910.158447,0,0,0,-95,12,0,0,0,66.01,2815705,0,0,0,0,-1.44706833,-5.02802849,-0.964340925,0.0255584,1.74976E+12
0.003,-0.092,0.987,0,0,0,0,896.473877,0,0,0,0,0,0,0,0,891.878,31.0443611,1,-103.535217,1.4,-0.35,-1.4,0.734775841,0,-0.675148308,-0.015689351,54058,0,0,0,-1280267.75,-5318296,3270570.5,910.089111,0,0,0,-90,12,0,0,0,66,2815855,0,0,0,0,-2.05609393,-7.49994612,0.533640862,0.063507281,1.74976E+12
0.007,-0.085,0.987,0,0,0,0,896.099243,0,0,0,0,0,0,0,0,891.937,31.0443611,1,-103.535217,1.61,-0.28,-1.4,0.995514393,0,0.064536229,0.030534562,54061,0,0,0,-1280267.88,-5318296,3270570.75,910.130371,0,0,0,-93,12,0,0,0,66,2816007,0,0,0,0,-2.4488492,-8.91588688,8.39988518,0.062079851,1.74976E+12
0.009,-0.087,0.988,0,0,0,0,896.24115,0,0,0,0,0,0,0,0,891.959,31.0443611,1,-103.535217,1.61,-0.28,-1.12,0.942553341,0,0.327105075,0.043051317,54062,0,0,0,-1280267.88,-5318296,3270570.75,910.114746,0,0,0,-96,12,0,0,0,66.01,2816057,0,0,0,0,-2.14581084,-9.72583675,-3.75774574,0.052364696,1.74976E+12
0.005,-0.08,0.988,0,0,0,0,895.749,0,0,0,0,0,0,0,0,891.991,31.0443611,1,-103.535217,1.47,-0.21,-0.98,0.82175535,0,0.566082954,0.052456111,54063,0,0,0,-1280267.88,-5318296.5,3270570.75,910.168945,0,0,0,-97,12,0,0,0,66.01,2816107,0,0,0,0,-2.08910275,-9.50940132,-3.23366857,0.038945045,1.74976E+12
0.004,-0.086,0.987,0,0,0,0,896.272156,0,0,0,0,0,0,0,0,892.014,31.0443611,1,-103.535217,1.47,-0.21,-0.98,0.641803682,0,0.764332,0.058038611,54064,0,0,0,-1280267.88,-5318296.5,3270570.75,910.111328,0,0,0,-90,12,0,0,0,66,2816157,0,0,0,0,-2.0281198,-9.29521275,-2.7119565,0.022721333,1.74976E+12
0,-0.09,0.987,0,0,0,0,896.316528,0,0,0,0,0,0,0,0,892.009,31.0443611,1,-103.535217,1.47,-0.21,-1.26,0.415635794,0,0.907576859,0.059399013,54065,0,0,0,-1280267.88,-5318296.5,3270570.75,910.106445,0,0,0,-91,12,0,0,0,66,2816207,0,0,0,0,-1.96066236,-9.08659077,-2.19720411,0.004788361,1.74976E+12
0,-0.093,0.987,0,0,0,0,896.396301,0,0,0,0,0,0,0,0,892.035,31.0443611,1,-103.535217,1.61,-0.49,-1.4,-0.368025422,0,0.927876,0.038861923,54068,0,0,0,-1280267.88,-5318296,3270570.75,910.097656,0,0,0,-91,13,0,0,0,66.01,2816357,0,0,0,0,-1.7744081,-9.50244,-0.686988354,-0.045751274,1.74976E+12
0.01,-0.082,0.987,0,0,0,0,896.316528,0,0,0,0,0,0,0,0,892.08,31.0443592,1,-103.535225,1.54,-0.35,-1.61,-0.924431741,0,0.375173956,-0.005623327,54071,0,0,0,-1280268,-5318296,3270570.5,910.106445,0,0,0,-90,12,0,0,0,66,2816507,0,0,0,0,-2.93176937,-6.83830643,7.14839,-0.068109483,1.74976E+12
0.012,-0.084,0.987,0,0,0,0,896.507141,0,0,0,0,0,0,0,0,892.123,31.0443592,1,-103.535225,1.54,-0.35,-1.05,-0.99085772,0,0.115629688,-0.021202583,54072,0,0,0,-1280268.38,-5318296,3270570.75,910.085449,0,0,0,-88,13,0,0,0,66,2816557,0,0,0,0,-3.66542578,-7.64745,1.32316017,-0.0661908,1.74976E+12
0.014,-0.083,0.987,0,0,0,0,896.394104,0,0,0,0,0,0,0,0,892.124,31.0443592,1,-103.535217,1.47,-0.21,-1.26,-0.985891581,0,-0.152390838,-0.035293274,54073,0,0,0,-1280268.25,-5318296,3270570.5,910.0979,0,0,0,-89,13,0,0,0,66,2816607,0,0,0,0,-2.08326125,-7.4287138,-4.49122429,-0.059575528,1.74976E+12
0.014,-0.091,0.987,0,0,0,0,896.51825,0,0,0,0,0,0,0,0,892.127,31.0443592,1,-103.535225,1.47,-0.07,-0.77,-0.910060585,0,-0.408939391,-0.046854988,54074,0,0,0,-1280268.38,-5318296,3270570.75,910.084229,0,0,0,-90,13,0,0,0,66.01,2816657,0,0,0,0,-2.80009151,-7.21149349,2.37248039,-0.048610725,1.74976E+12
0,-0.093,0.986,0,0,0,0,896.079285,0,0,0,0,0,0,0,0,892.139,31.0443592,1,-103.535225,1.47,0,-0.84,-0.768782377,0,-0.636218727,-0.055106442,54075,0,0,0,-1280268.5,-5318296,3270570.75,910.132568,0,0,0,-94,13,0,0,0,66.01,2816707,0,0,0,0,-2.48604465,-6.99657249,2.89267159,-0.034098849,1.74976E+12
